,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,CODIGO DISTRITO DEPARTAMENTO     MUNICIPIO    ESTABLECIMIENTO        DIRECCION          TELEFONO    SUPERVISOR      DIRECTOR         NIVEL       SECTOR     AREA        STATUS     MODALIDAD    JORNADA        PLAN,ZONA
1366,00-09-0692-46,,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO PARA VARONES DE EDUCACION DIVERSIFICADA 'ESCUELA PREPARATORIA ANEXA',7A AVE. 'A' 3-55,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1367,00-09-0693-46,01-505,GUATEMALA,CIUDAD CAPITAL,"INSTITUTO "" MARIA AUXILIADORA """,5A AVE. 6-12,23310985,MARIA TERESA MILIAN AVILES,BONIFACIA LIDVINA NATARENO VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1368,00-09-0695-46,01-101,GUATEMALA,CIUDAD CAPITAL,CENTRO DE ESTUDIOS EN COMPUTACION (C.E.C.),6A AVE. 1-28 06/GUATEMALA CIUDAD,23320807,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1369,00-09-0762-46,01-505,GUATEMALA,CIUDAD CAPITAL,COLEGIO GIBBS,7A AVE 3-50,23618725,MARIA TERESA MILIAN AVILES,PEM LILIA PATRICIA ESTRADA CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1370,00-09-0768-46,01-101,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO NIM-BEI,3A AVE. 10-33,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,LICDA. DORIS ZUNUN CARRERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1371,00-09-7177-46,01-505,GUATEMALA,CIUDAD CAPITAL,"ROYALTY ESCUELA INTERNACIONAL DE VIAJES, TURISMO Y COMERCIO",5A. AVENIDA 10-30,52028094,MARIA TERESA MILIAN AVILES,MAYRA ELIZABETH LOPEZ DE LEON DE CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1372,00-09-7223-46,01-505,GUATEMALA,CIUDAD CAPITAL,LICEO PREUNIVERSITARIO DE COMPUTACION,7A. AVENIDA 10-38,23109350,MARIA TERESA MILIAN AVILES,MARCO TULIO VARGAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1373,00-09-7225-46,01-505,GUATEMALA,CIUDAD CAPITAL,LICEO PREUNIVERSITARIO DE COMPUTACION,7A. AVENIDA 10-38,23109350,MARIA TERESA MILIAN AVILES,MARCO TULIO VARGAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1374,00-09-7330-46,,GUATEMALA,CIUDAD CAPITAL,INSTITUTO ANGLO-GUATEMALTECO DE RELACIONES CULTURALES,6A. CALLE 7-64,23393249,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1375,00-09-7372-46,01-,GUATEMALA,CIUDAD CAPITAL,INSTITUTO ANGLO-GUATEMALTECO DE RELACIONES CULTURALES,6A. CALLE 7-64,23393249,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1376,00-09-7724-46,01-405,GUATEMALA,CIUDAD CAPITAL,LICEO PREUNIVERSITARIO DE COMPUTACION,7A. AVENIDA 10-38,23109350,BLANCA SARAI GUTIERREZ PINEDA,MARCO TULIO VARGAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,,
1377,00-09-8310-46,01-405,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO OCUPACIONAL EXPERIMENTAL 'CAMPERO',7A. AVENIDA 10-35,24230660,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,FIN DE SEMANA,GUATEMALA ORIENTE,,
1378,00-09-8414-46,01-405,GUATEMALA,CIUDAD CAPITAL,INSTITUTO DE DESARROLLO EDUCACIONAL (POR MADUREZ),4A. AV. 13-44 ZONA 9,23605238,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA ORIENTE,,
1379,00-09-8640-46,01-505,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO TECNICO EN COMPUTACION,9A. CALLE 0-11,23344171,MARIA TERESA MILIAN AVILES,CARMEN ORALIA RODRIGUEZ FRANCO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1380,00-09-8642-46,,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO TECNICO EN COMPUTACION,AVENIDA LA CASTELLANA 8-51,55115257,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,,
1381,00-09-8893-46,01-505,GUATEMALA,CIUDAD CAPITAL,LICEO JUVENIL GUATEMALTECO,6A. CALLE 3-45,23322023,MARIA TERESA MILIAN AVILES,ISABEL YOLANDA MENDEZ GIRON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1382,00-09-9062-46,01-403,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO OCUPACIONAL EXPERIMENTAL CAMPERO(POR MADUREZ),7A. AV. 10-35,24230660,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,FIN DE SEMANA,GUATEMALA ORIENTE,,
1383,00-09-9404-46,01-304,GUATEMALA,CIUDAD CAPITAL,COLEGIO GRIMALDI,11 CALLE 7-64,23327018,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1384,00-09-9582-46,01-405,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL CAMPERO,7A. AVENIDA 10-35,24230660,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1385,00-09-9583-46,01-405,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL 'CAMPERO',7A. AVENIDA 10-35,24230660,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1386,00-10-0002-46,01-101,GUATEMALA,CIUDAD CAPITAL,"INSTITUTO DE BACHILLERATO EN CIENCIAS DE LA COMPUTACION, ADSCRITO AL INSTITUTO INTERNACIONAL PARA ESTUDIO DE COMPUTADORAS",ZONA 10,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1387,00-10-0003-46,01-503,GUATEMALA,CIUDAD CAPITAL,INSTITUTO ANGELICA ROSA,"7A. CALLE ""A"", 4-60",,MARIA TERESA MILIAN AVILES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1388,00-10-0007-46,01-503,GUATEMALA,CIUDAD CAPITAL,COLEGIO CENTRO DE ESTUDIOS AMERICANO,6A. AVENIDA 0-18,23316922,MARIA TERESA MILIAN AVILES,AURA ELENA PALACIOS ALEMAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1389,00-10-0015-46,01-503,GUATEMALA,CIUDAD CAPITAL,COLEGIO LA ACADEMIA,13 CALLE 6-91,23323279,MARIA TERESA MILIAN AVILES,MARILYN TATIANA SALGUERO ROLDAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1390,00-10-0026-46,01-405,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO OCUPACIONAL EXPERIMENTAL CAMPERO,1A. AVENIDA 9-23,22699550,BLANCA SARAI GUTIERREZ PINEDA,ANNABELLA CORDON CAMPOS DE LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1391,00-10-0031-46,01-503,GUATEMALA,CIUDAD CAPITAL,COLEGIO NACIONAL AMERICANO (NATIONAL AMERICAN SCHOOL),ZONA 10,23758282,MARIA TERESA MILIAN AVILES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1392,00-10-0033-46,01-503,GUATEMALA,CIUDAD CAPITAL,ESCUELA POLITECNICA,3A. CALLE 1-58,23758282,MARIA TERESA MILIAN AVILES,DORIS ZUNUN CARRERA,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1393,00-10-0038-46,01-503,GUATEMALA,CIUDAD CAPITAL,COLEGIO ALTAMIRA,13 CALLE 6-24 ZONA 10 CIUDAD DE GUATEMALA,25062655,MARIA TERESA MILIAN AVILES,ALBA MARICELA JOR PORTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1394,00-10-0041-46,01-405,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO OCUPACIONAL EXPERIMENTAL CAMPERO,1A. AVENIDA 9-23,22699550,BLANCA SARAI GUTIERREZ PINEDA,ANNABELLA CORDON CAMPOS DE LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DIAS A LA SEMANA),GUATEMALA ORIENTE,,
1395,00-10-0763-46,01-406,GUATEMALA,CIUDAD CAPITAL,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NOCTURNA 'PRIMERO DE JULIO DE 1823',5A. CALLE 8-53 ZONA 13 GUATEMALA,23317760,MIGUEL ALVARO RODRIGUEZ PORTILLO,,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1396,00-10-0764-46,01-503,GUATEMALA,CIUDAD CAPITAL,COLEGIO LA ASUNCION,"7A AVENIDA 11-55, INTERIOR FINCA LAS MARGARITAS",23889500,MARIA TERESA MILIAN AVILES,LILIAN ELIZETH GOMEZ AQUINO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1397,00-10-0773-46,01-,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA FEDERICO VON HAYEK,2A AVE. 2-37 ZONA 10,,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1398,00-10-0775-46,01-501,GUATEMALA,CIUDAD CAPITAL,MONTANO COLLEGE,6A AVE. 11-39,23261515,JULIO JACOBO GIL URBINA,MARIO ROMASN AGUILAR BURGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1399,00-10-0776-46,01-102,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO MINERVA,20 CALLE 15-08 ZONA 10,,ZIZI ARELY LOPEZ CHINCHILLA,SIN DATOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1400,00-10-2523-46,01-503,GUATEMALA,CIUDAD CAPITAL,COLEGIO EL PUENTE,"11 AVENIDA 14-31, OAKLAND",23680906,MARIA TERESA MILIAN AVILES,LICDA .DORIS LEONOR ZUNUN CARRERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1401,00-10-2883-46,01-503,GUATEMALA,CIUDAD CAPITAL,"CENTRO DE ESTUDIOS LAS CUMBRES, SOCIEDAD ANONIMA",9A. AVENIDA 16-06,23680901,MARIA TERESA MILIAN AVILES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1402,00-10-2914-46,01-110,GUATEMALA,CIUDAD CAPITAL,ANEXA A COLEGIO TECNICO EN COMPUTACION,9A CALLE 2-65,23319516,ZUHILEM YESENIA ESTRADA ORTIZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1403,00-10-3062-46,01-501,GUATEMALA,CIUDAD CAPITAL,COLEGIO CIUDAD VIEJA,9A CALLE 5-49,23314462,JULIO JACOBO GIL URBINA,MARIA RAQUEL JIMENEZ ESTRADA DE PINTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1404,00-10-4017-46,,GUATEMALA,CIUDAD CAPITAL,INSTITUTO TECNICO FEMENINO NOCTURNO,6A. AVE. 3-66,,,,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1405,00-10-6931-46,01-503,GUATEMALA,CIUDAD CAPITAL,COLEGIO LOS ARCOS,10 CALLE 2-68,23312914,MARIA TERESA MILIAN AVILES,LICDA. DORIS ZUNUN CARRERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1406,00-10-7534-46,01-503,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNOLOGICO CREATIVO LOS PROCERES,6A. AVENIDA 16-76,23667821,MARIA TERESA MILIAN AVILES,LICDA . DORIS ZUNUN CARRERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1407,00-10-8124-46,01-405,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO SUPERACION GALILEO,2A. AVENIDA 10-43,23610705,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1408,00-10-8212-46,01-503,GUATEMALA,CIUDAD CAPITAL,COLEGIO PARROQUIAL NUESTRA SENORA DE GUADALUPE,16 AVENIDA 18-28,23683379,MARIA TERESA MILIAN AVILES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1409,00-10-8264-46,01-503,GUATEMALA,CIUDAD CAPITAL,COLEGIO 'EL PUENTE',"11 AVENIDA 14-31, OAKLAND",23680906,MARIA TERESA MILIAN AVILES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1410,00-10-8783-46,01-405,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO SUPERACION 'GALILEO',2A. AVENIDA 10-43,23325906,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA ORIENTE,,
1411,00-10-8940-46,01-503,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO SUPERACION 'GALILEO',2A. AV. 10-43,22053215,MARIA TERESA MILIAN AVILES,ERICKA BRISEIDA MILIAN CANTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,,
1412,00-10-9231-46,01-405,GUATEMALA,CIUDAD CAPITAL,COLEGIO TECNICO DE COMERCIO,16 AV. 17-65,23681394,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,,
1413,00-11-0004-46,01-209,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO JOSE CECILIO DEL VALLE,17 AVENIDA 27-80,,MIRIAM DEL CARMEN OROZCO HERNANDEZ,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1414,00-11-0008-46,01-209,GUATEMALA,CIUDAD CAPITAL,COLEGIO EDUCACION EN LINEA,8A. AVENIDA 21-83,40279702,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ASTRID EMILZZA LUCRECIA CONTRERAS ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR,,
1415,00-11-0010-46,01-210,GUATEMALA,CIUDAD CAPITAL,TECNICO EN MECANICA AUTOMOTRIZ,"22 CALLE, 7-81",23071990,DINIZ ORALIA MORALES MUNOZ,KARLA LUDMILA BLANCO RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1416,00-11-0011-46,01-209,GUATEMALA,CIUDAD CAPITAL,LICEO TECNICO VOCACIONAL GALILEI,15 AVENIDA 12-93,24717973,MIRIAM DEL CARMEN OROZCO HERNANDEZ,FREDY HUMBERTO GONZALEZ SATIESTEBAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1417,00-11-0012-46,01-209,GUATEMALA,CIUDAD CAPITAL,INSTITUTO INDUSTRIAL CENTRAL GENERAL LAZARO CHACON GONZALEZ,"8A. AVENIDA 31-02, COLONIA LAS CHARCAS",22345703,MIRIAM DEL CARMEN OROZCO HERNANDEZ,EDGAR ENRIQUE ZAMORA ESPINOZA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1418,00-11-0016-46,01-641,GUATEMALA,CIUDAD CAPITAL,"CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS, CEFA","35 AVENIDA, 0-45, COLONIA TOLEDO",24964444,SERGIO ALEJANDRO VILLATORO VILLAGRAN,LESVIA LILIANA CHACATE TICURU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,,
1419,00-11-0017-46,01-641,GUATEMALA,CIUDAD CAPITAL,"CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS, CEFA","35 AVENIDA, 0-45, COLONIA TOLEDO",24964444,SERGIO ALEJANDRO VILLATORO VILLAGRAN,LESVIA LILIANA CHACATE TICURU,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,,
1420,00-11-0019-46,01-210,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO NO. 6,"35 AVENIDA 0-45, PLAZA HELVETIA",24964444,DINIZ ORALIA MORALES MUNOZ,LESVIA LILIANA CHACATE TICURU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1421,00-11-0022-46,01-209,GUATEMALA,CIUDAD CAPITAL,COLEGIO EDUCACION EN LINEA,8A. AVENIDA 21-83,40279702,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ASTRID EMILZZA LUCRECIA CONTRERAS ALDANA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR,,
1422,00-11-0035-46,01-641,GUATEMALA,CIUDAD CAPITAL,TECNICO EN MECANICA AUTOMOTRIZ,"22 CALLE, 7-81",23071990,SERGIO ALEJANDRO VILLATORO VILLAGRAN,KARLA LUDMILA BLANCO RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,,
1423,00-11-0036-46,01-210,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO NO. 6,"35 AVENIDA 0-45, PLAZA HELVETIA",24964444,DINIZ ORALIA MORALES MUNOZ,LESVIA LILIANA CHACATE TICURU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1424,00-11-0039-46,01-209,GUATEMALA,CIUDAD CAPITAL,"LICEO PEDAGOGICO ""CAMINO AL EXITO""","1A. AVENIDA 51-94, COLONIA CASTANAS",51726290,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ISAURA RODOLFINA DE LEON DEL AGUILA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1425,00-11-0044-46,01-209,GUATEMALA,CIUDAD CAPITAL,"COLEGIO TECNOLOGICO AMERICANO ""AMERITEC""","39 CALLE 10-91, LAS CHARCAS, AVENIDA FINAL",23242800,MIRIAM DEL CARMEN OROZCO HERNANDEZ,MARIA ANDREA RUIZ HERRERA DE DARDON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1426,00-11-0054-46,01-209,GUATEMALA,CIUDAD CAPITAL,COLEGIO BILINGUE CUMBRE DEL RIO (KINGDOM),18 CALLE 9-68,47700406,MIRIAM DEL CARMEN OROZCO HERNANDEZ,OSCAR SANCHEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1427,00-11-0055-46,01-209,GUATEMALA,CIUDAD CAPITAL,COLEGIO BILINGUE CUMBRE DEL REINO (KINDOM PEAK),18 CALLE 09-68,24733795,MIRIAM DEL CARMEN OROZCO HERNANDEZ,OSCAR ENRIQUE SANCHEZ SIGUENZA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1428,00-11-0065-46,01-209,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO JC,"18A. CALLE 7-46, COLONIA MARISCAL",24856974,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ROSE MARY GARCIA BARZANALLANA SOLORZANO DE HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1429,00-11-0067-46,01-209,GUATEMALA,CIUDAD CAPITAL,COLEGIO NACIONAL AMERICANO,13 CALLE 5-60,24628700,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ANA MARIA LEZANA MINERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,
1430,00-11-0068-46,01-640,GUATEMALA,CIUDAD CAPITAL,CEEX-FORT LIC. ELISEO DANIEL ALVAREZ NATARENO,51 CALLE 4-96 COLONIA CASTANAS ZONA 11,41206441,ELISEO DANIEL ALVAREZ NATARENO,LUIS ALFREDO ROJAS ROJAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR,,
1431,00-11-0071-46,01-210,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO NO. 6,"35A. AVENIDA 0-45, PLAZA HELVETIA",45655822,DINIZ ORALIA MORALES MUNOZ,LESVIA LILIANA CHACATE TICURU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR,,
1432,00-11-0076-46,01-210,GUATEMALA,CIUDAD CAPITAL,COLEGIO PANAMERICANO NO. 6,"35A. AVENIDA 0-45, PLAZA HELVETIA",56874884,DINIZ ORALIA MORALES MUNOZ,LESVIA LILIANA CHACATE TICURU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR,,
