,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ZONA
5620,21-01-0789-46,21-004,JALAPA,JALAPA,"INSTITUTO TECNICO PROFESIONAL ""MIGUEL ANGEL ASTURIAS""",1A. CALLE 6-61 ZONA 1 BARRIO DEMOCRACIA,79222110,VICTOR MANUEL PORTILLO RECINOS,MIRIAM CONSUELO CARIAS PEREZ DE CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5621,21-01-0823-46,21-004,JALAPA,JALAPA,"INSTITUTO TECNICO INDUSTRIAL ""ALBERT EINSTEIN""","7A. AVENIDA 2-46 ZONA 1, BARRIO LA DEMOCRACIA",79225240,VICTOR MANUEL PORTILLO RECINOS,CLAUDIA SUCELY JIMENEZ JACOBO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5622,21-01-0902-46,21-002,JALAPA,JALAPA,INSTITUTO ADOLFO V. HALL DE JALAPA,CASERIO LLANO GRANDE KM. 166.9,79224560,JORGE ADELINO PEREZ UCELO,GERMAN RONALDO MACZ VELIZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JALAPA,
5623,21-01-1191-46,25-000,JALAPA,JALAPA,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),,,SONIA HAYDEE REYES MONTERROSO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,JALAPA,
5624,21-01-1232-46,21-002,JALAPA,JALAPA,ESCUELA NORMAL DE EDUCACION FISICA,AREA ESCOLAR NO. 3 COLONIA BOSQUES DE VIENA,79222073,JORGE ADELINO PEREZ UCELO,SILVIA MAGALI AQUINO LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JALAPA,
5625,21-01-1252-46,21-004,JALAPA,JALAPA,"INSTITUTO TECNICO PROFESIONAL ""MIGUEL ANGEL ASTURIAS""","1A. CALLE 6-61 ZONA 1, BARRIO LA DEMOCRACIA",79222110,VICTOR MANUEL PORTILLO RECINOS,MIRIAM CONSUELO CARIAS PEREZ DE CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5626,21-01-1331-46,21-004,JALAPA,JALAPA,"COLEGIO PREUNIVERSITARIO ""JUAN PABLO II""","CALLE TRANSITO ROJAS 0-73 ZONA 5, BARRIO CHIPILAPA",79222677,VICTOR MANUEL PORTILLO RECINOS,AROLDO CASTRO MEDINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5627,21-01-1335-46,21-004,JALAPA,JALAPA,INSTITUTO TECNICO PROFESIONAL MIGUEL ANGEL ASTURIAS,1ERA. CALLE 6-61 ZONA 1 COLONIA DEMOCRACIA,79222110,VICTOR MANUEL PORTILLO RECINOS,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA,
5628,21-01-1376-46,21-002,JALAPA,JALAPA,ESCUELA NORMAL DE PARVULOS,"COLONIA BOSQUES DE VIENA, ZONA 2 BARRIO SAN FRANCISCO",79223350,JORGE ADELINO PEREZ UCELO,ROSA LIZZETH PENATE SANTIAGO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5629,21-01-1379-46,21-004,JALAPA,JALAPA,"COLEGIO ""SAGRADO CORAZON""","3RA. CALLE 2-47 ZONA 2, BARRIO SAN FRANCISCO",79227638,VICTOR MANUEL PORTILLO RECINOS,EFRAIN DE JESUS SALAZAR PERALTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5630,21-01-1382-46,21-004,JALAPA,JALAPA,INSTITUTO TECNICO INDUSTRIAL ALBERT EINSTEIN (POR MADUREZ),7A. AVENIDA ENTRE 2A. CALLE B Y C ZONA 1 BARRIO LA DEMOCRACIA,79225240,VICTOR MANUEL PORTILLO RECINOS,MARIO ANTONIO PAREDES ORDONEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,JALAPA,
5631,21-01-1409-46,21-004,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO CIENTIFICO AMERICANO,2A. AV. 2-78 ZONA 1 BARRIO LA ESPERANZA,79222495,VICTOR MANUEL PORTILLO RECINOS,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,
5632,21-01-1420-46,21-004,JALAPA,JALAPA,INSTITUTO PARTICULAR MIXTO MODERNO JALAPANECO,"3A. CALLE 0-39, ZONA 2 BARRIO LA ESPERANZA",51228253,VICTOR MANUEL PORTILLO RECINOS,GERMAN DE JESUS RAMOS VALLE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,JALAPA,
5633,21-01-1456-46,21-004,JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO 'LICEO JALAPA',CALLE TRANSITO ROJAS 7-60 ZONA 1 BARRIO LA DEMOCRACIA,79220013,VICTOR MANUEL PORTILLO RECINOS,LESLY PRISCILA CARRERA RUIZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5634,21-02-0050-46,21-007,JALAPA,SAN PEDRO PINULA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN JOSE,59091890,NILSA AZUCENA FOLGAR GARCIA,BERFILIO OTONIEL PEREZ MENDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,
5635,21-02-0079-46,21-007,JALAPA,SAN PEDRO PINULA,"INSTITUTO PRIVADO DE EDUCACION DE CIENCIAS Y TECNOLOGIA ""LA SAGRADA FAMILIA""",BARRIO SAN PABLO,42911006,NILSA AZUCENA FOLGAR GARCIA,ELMER ABEL SANDOVAL MUNOZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5636,21-02-0085-46,21-007,JALAPA,SAN PEDRO PINULA,"INSTITUTO PRIVADO DE EDUCACION DE CIENCIAS Y TECNOLOGIA ""LA SAGRADA FAMILIA""",BARRIO SAN PABLO,42911006,NILSA AZUCENA FOLGAR GARCIA,EDVIN SAUL GONZALEZ CAMPOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5637,21-02-0091-46,21-025,JALAPA,SAN PEDRO PINULA,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX- COOPERATIVA EL RECUERDO/T-21,"RUTA NACIONAL NO. 18, KM. 123, ENTRADA AL AGUA TIBIA",79220836,ZOILA LIGIA ELIZABETH MARTINEZ GUZMAN DE CARIAS,CAYETANA LUCRECIA GREGORIO LOPEZ DE JIMENEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,JALAPA,
5638,21-02-0094-46,21-007,JALAPA,SAN PEDRO PINULA,"INSTITUTO PRIVADO DE EDUCACION DE CIENCIAS Y TECNOLOGIA ""LA SAGRADA FAMILIA""",BARRIO SAN PABLO,42911006,NILSA AZUCENA FOLGAR GARCIA,EDVIN SAUL GONZALEZ CAMPOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),JALAPA,
5639,21-02-0099-46,21-008,JALAPA,SAN PEDRO PINULA,INSTITUTO NACIONAL TECNOLOGICO,ALDEA EL PINALITO,37571672,ERICKA JULISSA AQUINO LEMUS,VERONICA VIOLETA MARTINEZ DE MARROQUIN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JALAPA,
5640,21-02-1432-46,21-007,JALAPA,SAN PEDRO PINULA,INSTITUTO POR COOPERATIVA DE MAGISTERIO DE EDUCACION PRIMARIA INTERCULTURAL,BARRIO SAN JOSE,52053133,NILSA AZUCENA FOLGAR GARCIA,FELIPE ABAHAM GALICIA MARIN,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5641,21-03-0010-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL LLANO,30441503,ALBA LUZ CRISTINA AGUSTIN MANUEL,CIRIACO DAMIAN MENDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5642,21-03-0026-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,"COLEGIO PARTICULAR MIXTO ""LICEO SAN LUIS""",BARRIO EL CALVARIO,45258219,ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5643,21-03-0027-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,"COLEGIO DEL NIVEL MEDIO ""SUPERACION""",BARRIO LOS IZOTES,30441503,ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAEL HUMBERTO JUAREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5644,21-03-0029-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,"COLEGIO DEL NIVEL MEDIO ""SUPERACION""",BARRRIO LOS IZOTES,43521954,ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAEL HUMBERTO JUAREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5645,21-03-0032-46,21-012,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,ALDEA EL CAMARON,58845324,NATIVIDAD DE JESUS GREGORIO MARTINEZ,LETICIA ESPERANZA LOPEZ MENDEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5646,21-03-0034-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL LLANO,30441503,ALBA LUZ CRISTINA AGUSTIN MANUEL,CIRIACO DAMIAN MENDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JALAPA,
5647,21-03-0036-46,21-025,JALAPA,SAN LUIS JILOTEPEQUE,"CENTRO DE EDUCACION EXTRAESCOLAR -CEEX- ""FUNDACION DECA""",BARRIO SANTA CRUZ,55787228,ZOILA LIGIA ELIZABETH MARTINEZ GUZMAN DE CARIAS,BAUDINO ADIL CHINCHILLA PALMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,JALAPA,
5648,21-03-0040-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,"COLEGIO PARTICULAR MIXTO ""LICEO SAN LUIS""",BARRIO EL CALVARIO,45258219,ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5649,21-03-0042-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,"COLEGIO DEL NIVEL MEDIO ""SUPERACION""",BARRIO LOS IZOTES,30441503,ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAEL HUMBERTO JUAREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),JALAPA,
5650,21-03-0043-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,"COLEGIO PARTICULAR MIXTO ""LICEO SAN LUIS""",BARRIO EL CALVARIO,45258219,ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ DE PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),JALAPA,
5651,21-03-0044-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,"COLEGIO PARTICULAR MIXTO ""LICEO SAN LUIS""",BARRIO EL CALVARIO,45258219,ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ DE PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,
5652,21-03-0046-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,"COLEGIO DEL NIVEL MEDIO ""SUPERACION""",BARRIO LOS IZOTES,30441503,ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAEL HUMBERTO JUAREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,
5653,21-03-1144-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,BARRIO EL CENTRO,79237519,ALBA LUZ CRISTINA AGUSTIN MANUEL,TOMAS RAMIRO LOPEZ MATIAS,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5654,21-04-0003-46,21-013,JALAPA,SAN MANUEL CHAPARRON,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO ARRIBA,41223351,ENA BELISA ZUNIGA ALARCON,JULIO ERNESTO CRUZ MORAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5655,21-04-0009-46,21-013,JALAPA,SAN MANUEL CHAPARRON,INSTITUTO TECNICO PROFESIONAL EBEN-EZER,1A. AVENIDA BARRIO ABAJO,45611643,ENA BELISA ZUNIGA ALARCON,FANNY YADIRA LEMUS SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5656,21-04-0017-46,21-013,JALAPA,SAN MANUEL CHAPARRON,"INSTITUTO TECNICO PROFESIONAL ""EBEN-EZER""",1A. AVENIDA BARRIO ABAJO,48784155,ENA BELISA ZUNIGA ALARCON,MAYRA JUDITH GOMEZ MEJIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5657,21-04-1145-46,21-013,JALAPA,SAN MANUEL CHAPARRON,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,BARRIO ARRIBA,50670921,ENA BELISA ZUNIGA ALARCON,OSCAR MOISES PADILLA ZUNIGA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5658,21-04-1250-46,21-013,JALAPA,SAN MANUEL CHAPARRON,INSTITUTO DIVERSIFICADO POR COOPERATIVA,ALDEA POZA VERDE,30392097,ENA BELISA ZUNIGA ALARCON,JUAN MISAEL GOMEZ AGUSTIN,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5659,21-05-0017-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CAMELIAS,57300220,AMARILIS NOHEMI MENDEZ MATEO,MIRIAM ARACELY CUXUM CHOC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5660,21-05-0027-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO PRIVADO DE EDUCACION MIXTA CIENCIA Y TECNOLOGIA,BARRIO CAMELIAS,57637240,AMARILIS NOHEMI MENDEZ MATEO,EMORA ESPERANZA SOLIS HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5661,21-05-0033-46,21-009,JALAPA,SAN CARLOS ALZATATE,"COLEGIO PARTICULAR MIXTO ""MONTEOLIVO""",BARRIO ENTRE RIOS,33401179,AMARILIS NOHEMI MENDEZ MATEO,MAYNOR ANTONIO GOMEZ MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5662,21-05-0035-46,21-009,JALAPA,SAN CARLOS ALZATATE,"COLEGIO PARTICULAR MIXTO ""MONTEOLIVO""",BARRIO ENTRE RIOS,46911243,AMARILIS NOHEMI MENDEZ MATEO,MARBIN ADIN CARIAS CARDONA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5663,21-05-0037-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO PRIVADO DE EDUCACION MIXTA CIENCIA Y TECNOLOGIA,BARRIO CAMELIAS,57637240,AMARILIS NOHEMI MENDEZ MATEO,EMORA ESPERANZA SOLIS HERNANDEZ DE NAVICHOQUE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5664,21-05-0038-46,21-009,JALAPA,SAN CARLOS ALZATATE,"COLEGIO PARTICULAR MIXTO ""MONTEOLIVO""",BARRIO ENTRE RIOS,53345677,AMARILIS NOHEMI MENDEZ MATEO,MARBIN ADIN CARIAS CARDONA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5665,21-05-0049-46,21-009,JALAPA,SAN CARLOS ALZATATE,"COLEGIO PARTICULAR MIXTO ""EL PINO""",ALDEA PINO ZAPOTON,57519934,AMARILIS NOHEMI MENDEZ MATEO,MIDIAN IRENE NAJERA GONZALEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5666,21-05-0052-46,21-009,JALAPA,SAN CARLOS ALZATATE,"COLEGIO PARTICULAR MIXTO ""MONTEOLIVO""",BARRIO ENTRE RIOS,40741805,AMARILIS NOHEMI MENDEZ MATEO,MAYNOR ANTONIO GOMEZ MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),JALAPA,
5667,21-05-0054-46,21-009,JALAPA,SAN CARLOS ALZATATE,"INSTITUTO PRIVADO DE EDUCACION MIXTA ""CIENCIA Y TECNOLOGIA""",BARRIO CAMELIAS,57637240,AMARILIS NOHEMI MENDEZ MATEO,EMORA ESPERTANZA SOLIS HERNANDEZ DE NAVICHOQUE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),JALAPA,
5668,21-05-1141-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,SAN CARLOS ALZATATE,57748268,AMARILIS NOHEMI MENDEZ MATEO,VIVIAN ARELY SANTIAGO Y SANTIAGO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5669,21-06-0021-46,21-003,JALAPA,MONJAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO LA REFORMA,58862473,IRIS VICTORIA TEO ORELLANA,OTONIEL GOMEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,
5670,21-06-0032-46,21-003,JALAPA,MONJAS,COLEGIO EVANGELICO LIBERTAD,FINCA EL YALU,40160286,IRIS VICTORIA TEO ORELLANA,DALIA CARINA MORALES LOPEZ DE AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,
5671,21-06-0034-46,21-003,JALAPA,MONJAS,COLEGIO EVANGELICO LIBERTAD,FINCA EL YALU,40160286,IRIS VICTORIA TEO ORELLANA,DALIA CARINA MORALES LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5672,21-06-0036-46,21-003,JALAPA,MONJAS,INSTITUTO MUNICIPAL DE EDUCACION,LOTIFICACION EL RECUERDO I,49112184,IRIS VICTORIA TEO ORELLANA,MARIO JOSUE LIMA LOPEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5673,21-06-0048-46,21-003,JALAPA,MONJAS,"COLEGIO EVANGELICO PARTICULAR MIXTO ""LA PALABRA""","EL ESPINALAR, CASERIO LA CEIBITA",40501176,IRIS VICTORIA TEO ORELLANA,JOSE DANIEL RECINOS HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5674,21-06-0052-46,21-003,JALAPA,MONJAS,"INSTITUTO TECNICO DE FORMACION INTEGRAL ""INTECFORI""",BARRIO EL PORVENIR,58589094,IRIS VICTORIA TEO ORELLANA,JULIA ARACELY GUDIEL LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),JALAPA,
5675,21-06-0054-46,21-003,JALAPA,MONJAS,INSTITUTO MUNICIPAL DE EDUCACION,LOTIFICACION EL RECUERDO I,49112184,IRIS VICTORIA TEO ORELLANA,MARIO JOSUE LIMA LOPEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DIAS A LA SEMANA),JALAPA,
5676,21-06-0239-46,21-003,JALAPA,MONJAS,"ESCUELA NORMAL REGIONAL DE ORIENTE ""LICENCIADO CLEMENTE MARROQUIN ROJAS""",KILOMETRO 146.5,46354246,IRIS VICTORIA TEO ORELLANA,ALBA JUDITH COLINDRES MELENDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JALAPA,
5677,21-06-0806-46,21-003,JALAPA,MONJAS,"COLEGIO PARTICULAR MIXTO ""LICEO MINERVA""",BARRIO LA REFORMA,42120887,IRIS VICTORIA TEO ORELLANA,OTONIEL LOPEZ GARNICA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5678,21-06-1131-46,21-003,JALAPA,MONJAS,COLEGIO PARTICULAR MIXTO LICEO MONJAS,BARRIO EL PORVENIR,79247374,IRIS VICTORIA TEO ORELLANA,PATRICIA ELVIRA LOBOS DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5679,21-06-1135-46,21-003,JALAPA,MONJAS,"INSTITUTO TECNICO DE FORMACION INTEGRAL ""INTECFORI""",BARRIO EL PORVENIR,52589094,IRIS VICTORIA TEO ORELLANA,JULIA ARACELY GUDIEL LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,
5680,21-06-1142-46,21-003,JALAPA,MONJAS,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,BARRIO LA REFORMA,79247315,IRIS VICTORIA TEO ORELLANA,YONY MANUEL GODOY MOLINA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5681,21-06-1194-46,21-016,JALAPA,MONJAS,ESCUELA NORMAL REGIONAL DE PARVULOS ADS. A ESCUELA NORMAL REGIONAL DE ORIENTE LIC. CLEMENTE MARROQUIN ROJAS,,,ANA GLORIA MOLINA TEO,,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5682,21-06-1195-46,21-016,JALAPA,MONJAS,INSTITUTO TECNICO DE FORMACION INTEGRAL,BARRIO EL PORVENIR,,ANA GLORIA MOLINA TEO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),JALAPA,
5683,21-06-1338-46,21-016,JALAPA,MONJAS,INSTITUTO TECNICO INDUSTRIAL 'MIGUEL FARADAY',BARRIO LA LIBERTAD,52971434,ANA GLORIA MOLINA TEO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5684,21-06-1339-46,21-003,JALAPA,MONJAS,INSTITUTO TECNICO INDUSTRIAL ALBERT EINSTEIN,BARRIO EL PORVENIR,46002805,IRIS VICTORIA TEO ORELLANA,HUGO FRANCISCO NAJERA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5685,21-06-1426-46,21-016,JALAPA,MONJAS,COLEGIO TECNICO MIXTO MONTE NEVADO DE ORIENTE,BARRIO EL PORVENIR,,ANA GLORIA MOLINA TEO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
5686,21-07-0001-46,21-018,JALAPA,MATAQUESCUINTLA,"COLEGIO PARTICULAR MIXTO ""EL DIVINO MAESTRO""",3A. AVENIDA 1-44 ZONA 3,79242216,IRIS VICTORIA TEO ORELLANA,JUAN JOSE DE JESUS LOPEZ ALBIZURES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,
